EPA_ID,Site Name,City,State,Search ID,Score,NAI,NAI Entity,NPL Status,Initial Assessment Completed,Proposed to NPL,Finalized on NPL,Remedial Investigation Started,Remedy Selected,Final Remedy Selected,Remedial Action Started,Final Remedial Action Started,Construction Completed,Deleted from NPL,Most Recent Five-Year Review,Achieved Sitewide Ready for Anticipated Reuse,ROD URL,Contaminants,Type of Contaminated Media,Cost of Cleanup,Community Advisory Group,Number of Responsible Parties,Type of Responsible Parties,geometry,PtoNPL_year,pop_m_3m,pop_med_3m,nhwht_m_3m,nhwht_med_3m,nhblk_m_3m,nhblk_med_3m,ntv_m_3m,ntv_med_3m,hisp_m_3m,hisp_med_3m,punemp_m_3m,punemp_med_3m,hs_m_3m,hs_med_3m,col_m_3m,col_med_3m,phs_m_3m,phs_med_3m,pcol_m_3m,pcol_med_3m,npov_m_3m,npov_med_3m,ppov_m_3m,ppov_med_3m,nwpov_m_3m,nwpov_med_3m,pwpov_m_3m,pwpov_med_3m,nbpov_m_3m,nbpov_med_3m,pbpov_m_3m,pbpov_med_3m,nnapov_m_3m,nnapov_med_3m,pnapov_m_3m,pnapov_med_3m,nhpov_m_3m,nhpov_med_3m,phpov_m_3m,phpov_med_3m,year
AK0001897602,SALT CHUCK MINE,THORNE BAY,AK,1001984,50.0,Yes,Organized Village of Kasaan(Current),Final NPL,2/7/2002,9/23/2009,3/4/2010,4/15/2011,,Estimated Jun - Aug 2026,Not Yet Achieved,,Not Yet Achieved,Not Yet Achieved,Not Yet Achieved,Not Yet Achieved,,PDF not found,PDF not found,PDF not found,PDF not found,PDF not found,PDF not found,"MULTIPOLYGON (((-132.6049844445701 55.635703549956226, -132.60497748660015 55.63581778627169, -132.6044011883736 55.638236526882785, -132.60340286625373 55.640610762481, -132.60199240077966 55.64291700512746, -132.60018375153334 55.64513244362185, -132.59799481897932 55.64723516871443, -132.59544726730132 55.649204389263154, -132.59256630998883 55.651020637223304, -132.58938046029522 55.652665959472024, -132.5859212490381 55.65412409460266, -132.58222291253438 55.65538063297458, -132.57832205375811 55.65642315846931, -132.5742572800759 55.65724137058423, -132.57006882114382 55.65782718568628, -132.56579813074902 55.65817481645116, -132.56329891478302 55.65830693403171, -132.55899986375397 55.65841298631948, -132.55470338337415 55.65827767510617, -132.55045176841404 55.65790232990377, -132.54628687198672 55.657290638771244, -132.54224969354368 55.656448612278425, -132.53837997527407 55.655384524767534, -132.53471581088053 55.65410883347373, -132.53129327058298 55.652634076278396, -132.52814604604157 55.650974749074464, -132.52530511869415 55.64914716391985, -132.52279845477338 55.647169289342145, -132.52065073000597 55.64506057433175, -132.5188830867033 55.642841757721975, -132.51751292563563 55.64053466479939, -132.5173297716015 55.64008162286769, -132.51672899856632 55.63979091340984, -132.5161383447048 55.639447091449554, -132.51545226178888 55.63913181165386, -132.51247754379008 55.6374716855173, -132.50979910303803 55.635657251669535, -132.5074418057907 55.63370533476808, -132.50687636939304 55.63312390057576, -132.50645526098975 55.63278780799386, -132.50436246686334 55.630716877675965, -132.5026350482679 55.62854064570198, -132.50128933353113 55.62627966695056, -132.5011699728614 55.62598803079891, -132.49993608702707 55.625001406043324, -132.49788695989213 55.622980261185155, -132.49665352917617 55.62144159336704, -132.49663930934258 55.62142532011093, -132.4958702327504 55.620496845480915, -132.4952550964704 55.61971193742657, -132.4937588258405 55.617526645562556, -132.4926376763064 55.615270426658, -132.491901869909 55.61296384124368, -132.491782260077 55.61244947123305, -132.49175053000747 55.61230992836196, -132.49169117475242 55.612042850671074, -132.49168232188427 55.611978443157774, -132.49125486435835 55.60991369744281, -132.49114750568432 55.60773656819007, -132.49116189483735 55.607241935944785, -132.49130523657456 55.6056112984561, -132.49138887352456 55.60504199793875, -132.49156343352465 55.60427685992878, -132.4916142877548 55.60353098469197, -132.49218673675935 55.601162350867924, -132.4931633363225 55.59883632146757, -132.4945348286004 55.5965749560581, -132.4962882122956 55.5943997047112, -132.49840686590534 55.592331204169156, -132.50087070528753 55.59038908160737, -132.50365637405218 55.588591767876494, -132.50673746497225 55.5869563220212, -132.5100847703154 55.58549826876768, -132.51366655872377 55.58423145055082, -132.51744887601694 55.583167895514215, -132.52018911029094 55.58248941603428, -132.5241123610611 55.58164359010914, -132.52645654365278 55.581280587986235, -132.52683396881216 55.58117725927193, -132.5310413105709 55.58031537241217, -132.5353830136372 55.57970358607717, -132.53981287644788 55.57934842235004, -132.5442837593017 55.57925366767173, -132.54461920642566 55.57925636733409, -132.54680723322443 55.57932724328725, -132.5480098880987 55.579274083340394, -132.55236257531408 55.57932970923579, -132.55668348623612 55.57963226302566, -132.56092907832996 55.58017869014678, -132.56392416086373 55.58074816440208, -132.5640501851828 55.58076404861836, -132.56786527344224 55.5814595915796, -132.56833292090622 55.58155857526904, -132.57247056931982 55.58257619742247, -132.5763992434735 55.583831711918734, -132.58007644602782 55.58531151538822, -132.58346239986747 55.58699957598765, -132.58628632452354 55.58873381214071, -132.5863658596932 55.58878047534218, -132.58639039861833 55.588797724931446, -132.58652047837896 55.58887760787679, -132.58672582860248 55.58903351401723, -132.58880195498492 55.59049288660619, -132.58942608448493 55.59097420294877, -132.59165550764305 55.592872153560776, -132.59356460995295 55.594878878591786, -132.5951369468137 55.59697707714411, -132.59635897445028 55.59914866252492, -132.5966013497051 55.59977523630612, -132.5968076198618 55.5999504004345, -132.5987751875874 55.60202902792312, -132.60038148289283 55.60420481421973, -132.601611689492 55.606457675587514, -132.6024544600984 55.60876682036662, -132.60290202109135 55.61111094117801, -132.60292810143036 55.61135826400492, -132.6029725760126 55.61377210254865, -132.60264448210248 55.61587801120453, -132.6026884293972 55.615930854861276, -132.60271035359207 55.61595384232012, -132.60273781395523 55.61599023637491, -132.60342197181987 55.616812879570794, -132.60379103680626 55.61738607905973, -132.60426611877742 55.61801569176778, -132.6043770752634 55.61821023451997, -132.60470416659635 55.61863530978906, -132.6060248765342 55.62095875676381, -132.60608782907724 55.62109187806324, -132.60697516424736 55.62341249857467, -132.60746205224947 55.62577063739118, -132.6075439359464 55.62814421817895, -132.60722004892938 55.63051102406783, -132.60649342269136 55.632848905625195, -132.60537085825328 55.63513598804812, -132.6049844445701 55.635703549956226)))",2009,1837.0,1837.0,1322.0,1322.0,6.0,6.0,457.0,457.0,21.0,21.0,0.1460280373831775,0.1460280373831775,698.0,698.0,187.0,187.0,0.5787728026533997,0.5787728026533997,0.1550580431177446,0.1550580431177446,265.0,265.0,0.1445717403164211,0.1445717403164211,145.0,145.0,0.1114527286702536,0.1114527286702536,0.0,0.0,0.0,0.0,100.0,100.0,0.2314814814814814,0.2314814814814814,0.0,0.0,0.0,0.0,2000.0
AK1570028646,EIELSON AIR FORCE BASE,FAIRBANKS,AK,1000110,48.14,No,,Final NPL,10/7/1988,7/14/1989,11/21/1989,5/21/1991,9/29/1992,Estimated Feb - Apr 2026,5/5/1993,,9/30/1998,Not Yet Achieved,9/27/2023,Not Yet Achieved,https://semspub.epa.gov/src/document/10/1277516,"**Contaminants Identified:**  - **PAHs (Polycyclic Aromatic Hydrocarbons):**   - Benzo(a)anthracene   - Benzo(a)pyrene   - Benzo(b)fluoranthene   - Benzo(ghi)perylene   - Indeno[1,2,3-cd]pyrene  - **Pesticides:**   - DDT (4,4'-DDT)   - DDE (4,4'-DDE)   - DDD (4,4'-DDD)  - **VOCs (Volatile Organic Compounds):**   - Benzene   - Toluene   - Ethylbenzene   - Xylenes   - 1,2-Dichloroethylene  - **Fuel-related Compounds:**   - Kerosene   - Naphthalene   - 2-Methylnaphthalene (commonly found in JP-4 fuel)   - Gasoline-range petroleum hydrocarbons   - Diesel-range petroleum hydrocarbons  - **Solvents:**   - Chlordane   - Heptachlor Epoxide  This list includes the specific contaminants mentioned and categorized based on their chemical properties or common classifications.", - Soil - Groundwater - Sediment - surface water,Not specified.,No,1 PRP: Eielson AFB,Government agency,"MULTIPOLYGON (((-147.34180095839582 64.71975071481434, -147.34164506234418 64.72094412514781, -147.341329113556 64.72245268092463, -147.34153997141834 64.72524895448484, -147.34138358195204 64.72752851946213, -147.34060836634805 64.73116515110242, -147.34003841649823 64.73291287221242, -147.33908217498248 64.73462940013749, -147.3377483083929 64.73629918507152, -147.33604890580682 64.73790710348808, -147.33399936922135 64.73943859484439, -147.33161827396214 64.74087979310059, -147.32892720033183 64.74221765187853, -147.32868566511277 64.74232675939109, -147.3262909787695 64.74358359634805, -147.323650411498 64.74474536190192, -147.321529810113 64.7456001898853, -147.32125592032213 64.74570964215822, -147.31878278469614 64.74668940947241, -147.315980271498 64.74770863443001, -147.31302014881066 64.7486120902234, -147.3114822470018 64.7492815050688, -147.3086916506928 64.7503376651934, -147.30565495949276 64.75138657442616, -147.30240963999537 64.75231452839225, -147.29898200876295 64.75311401507982, -147.29597827312895 64.75374135451396, -147.29117969524026 64.75459541497145, -147.28617628661456 64.75519814598026, -147.28293782792656 64.75550011540145, -147.27908162040166 64.75578255146243, -147.27518149557895 64.75591544655504, -147.27126919257725 64.75589772139654, -147.2709559741591 64.7558841872388, -147.2685607022777 64.75641047850388, -147.26554229919714 64.75701223853868, -147.26242463298587 64.75751329587915, -147.25747746240984 64.75821700612322, -147.2534767029275 64.75869649655756, -147.24938683077332 64.75901031013369, -147.24308618051936 64.75936170554135, -147.23689161695413 64.75951605821234, -147.2300864470311 64.75947741392598, -147.22595615858177 64.7593696728212, -147.2218687186164 64.75909436731136, -147.21786133483948 64.75865399840266, -147.21397048620904 64.75805256677485, -147.21023159087127 64.7572955366527, -147.20667868375114 64.75638978644932, -147.20264792234119 64.75524740234872, -147.20045368380792 64.75458273528946, -147.1948599006809 64.75277429035425, -147.1918567171371 64.75170922048915, -147.18908994879266 64.75053309539554, -147.18658201035606 64.74925542946643, -147.18316638522506 64.74734696532012, -147.18067451603451 64.74579751306067, -147.17856308231973 64.7441480740209, -147.1768538241399 64.7424156146793, -147.1757632659333 64.74089528640248, -147.17338896586455 64.74095398009926, -147.1681356925015 64.74081093650534, -147.16732285464377 64.74076752179302, -147.1670822349966 64.74076883754867, -147.1663597381197 64.74081515597668, -147.162060280857 64.7409064280579, -147.159949572015 64.7409064280579, -147.15605620254857 64.74083161654235, -147.1521942712301 64.74060778484379, -147.14839496235098 64.74023673667838, -147.14526712027495 64.73986736000926, -147.1426277187919 64.73948576470761, -147.14263576402197 64.74043163691582, -147.14244526322307 64.74223506059788, -147.1418448944667 64.74402188629838, -147.14084035648128 64.74577515833585, -147.13944118438857 64.7474782426957, -147.13766065919586 64.74911498461309, -147.13551568173182 64.75066986149821, -147.13302661222338 64.75212812976815, -147.1302170770352 64.75347596421122, -147.1271137444073 64.75470058858241, -147.12374607131872 64.75579039621483, -147.12014602388064 64.75673505952727, -147.1163477739124 64.75752562741313, -147.11238737458123 64.75815460961121, -147.10839299543298 64.75860581573689, -147.10631943969452 64.75975571729818, -147.1034395306134 64.76106699697688, -147.10027537077306 64.76225282344598, -147.0968567804126 64.76330203827054, -147.09321597762062 64.76420476973547, -147.08938727469973 64.76495252526075, -147.0854067547944 64.76553827087089, -147.08131193182987 64.76595649699142, -147.07714139696657 64.76620326997046, -147.07293445490242 64.76627626885517, -146.98822011680545 64.76598958219441, -146.98395530306144 64.76588535039976, -146.97973519879096 64.76560254125545, -146.9756007439447 64.76514389277793, -146.97159204757375 64.76451384555494, -146.96774799872466 64.76371850000871, -146.96410588917047 64.76276555767011, -146.9607010516366 64.76166424701626, -146.95756651703212 64.76042523456937, -146.95473269401154 64.75906052209548, -146.9522270739748 64.75758333087387, -146.9500739643689 64.75600797413279, -146.94829425287708 64.75434971886244, -146.94690520478372 64.75262463831936, -146.94592029548122 64.75084945662981, -146.94534907974247 64.74904138697889, -146.9451970990287 64.74721796493843, -146.9458805837837 64.72587325484831, -146.94614397660928 64.72407107001251, -146.94681621275816 64.72228826682172, -146.94789091596414 64.72054176096296, -146.94935789249715 64.7188481269642, -146.95120322785255 64.71722344065536, -146.95340941873238 64.71568312625352, -146.95595553906693 64.71424180953915, -146.95881743850174 64.71291317853566, -146.96196797146771 64.7117098530363, -146.9653772546609 64.71064326424028, -146.9690129504905 64.70972354566456, -146.97284057380608 64.70895943639154, -146.9768238189946 64.70835819759394, -146.98092490434493 64.70792554315119, -146.98510493041329 64.70766558503442, -146.98798930109342 64.70760762101379, -146.9864887210234 64.70738010918795, -146.9826517254516 64.70661065446784, -146.97900858758 64.7056846606593, -146.97559408796522 64.70461095250882, -146.97244082438462 64.70339976361917, -146.96957890062964 64.70206263939588, -146.96703563910876 64.70061232749711, -146.96483532000423 64.69906265680724, -146.96299894947225 64.69742840606382, -146.96154405910002 64.69572516336744, -146.960484538534 64.69396917789288, -146.95983050287722 64.69217720519707, -146.9595881961219 64.69036634758399, -146.95953495250785 64.68763254523715, -146.95702773084847 64.68763816073208, -146.9527708167227 64.68755809056616, -146.94855280127794 64.68729958752773, -146.94441439798277 64.68686514169396, -146.94039555186703 64.68625893810326, -146.9365350539611 64.68548681668187, -146.93287016687395 64.684556216311, -146.92943626512417 64.6834761035578, -146.92626649369495 64.68225688673772, -146.92339144810953 64.68091031611408, -146.92083887911465 64.67944937117271, -146.9186334248225 64.67788813603308, -146.9178092476079 64.67714947328811, -146.91628458482302 64.67676134226988, -146.91287443325407 64.67568765763507, -146.9097248950454 64.67447668091522, -146.90686596572792 64.67313992758876, -146.90432487313544 64.67169011096792, -146.9021258180924 64.67014102179, -146.90028974393059 64.66850739752377, -146.89883413702918 64.66680478261043, -146.89777286027817 64.66504938094815, -146.8971160210513 64.66325790200459, -146.89686987494537 64.66144740200671, -146.89639863019232 64.63989798583343, -146.89656983366208 64.63806349497555, -146.89716193782704 64.63624505724758, -146.89816917348298 64.6344603957299, -146.8995817265662 64.63272690776662, -146.901385833777 64.63106149512767, -146.90356391668348 64.62948039888151, -146.9060947529982 64.62799904060441, -146.9089536833586 64.62663187149481, -146.91211285159724 64.62539223088682, -146.91554147616012 64.62429221556857, -146.91920615002851 64.6233425612057, -146.92307116622257 64.62255253705318, -146.92709886571438 64.62192985500823, -146.9312500043611 64.62148059391458, -146.93548413528273 64.6212091398778, -146.93976000295888 64.62111814319032, -146.98946014541434 64.62111437967852, -146.98982135877088 64.62090697107939, -146.9926111188179 64.61958920714618, -146.99568150745776 64.61839180667978, -146.99570901440995 64.61838298203897, -146.99548577740913 64.60307867955552, -146.99567039306547 64.60124146520704, -146.9962760040364 64.5994209013932, -146.99729670649793 64.59763474109513, -146.99872255008964 64.59590040527259, -147.00053963491558 64.5942348127047, -147.00273024704845 64.59265421460786, -147.00527303121427 64.59117403566113, -147.0081431989754 64.58980872300974, -147.01131277038144 64.58857160474331, -147.0147508467331 64.58747475925514, -147.01842391179943 64.58652889678356, -147.02229615855202 64.58574325431803, -147.02632983823173 64.58512550492111, -147.03048562834357 64.58468168237485, -147.03472301599396 64.58441612190771, -147.03900069283236 64.58433141759734, -147.08917117181636 64.58440341275427, -147.0933541162122 64.58449632641653, -147.09749669694028 64.58476219203514, -147.1015602776092 64.5851985249477, -147.10550695863333 64.58580124753742, -147.1092999307088 64.58656472756493, -147.11290381812105 64.58748183110255, -147.11628500868156 64.58854398956233, -147.11941196721682 64.58974128017378, -147.12225552968596 64.59106251914078, -147.12478917518337 64.59249536658481, -147.1269892732899 64.59402644227336, -147.12883530446538 64.59564145102928, -147.13031005142727 64.59732531662912, -147.1308624827284 64.59820591172274, -147.13194419810247 64.59873356507642, -147.13439928820284 64.60019450418697, -147.13651424667262 64.60175039143162, -147.1382692860494 64.60338665495286, -147.1396479862588 64.60508797281197, -147.14063744823977 64.60683841683071, -147.14122841462768 64.60862160201457, -147.14141535636588 64.6104208401454, -147.14131420840414 64.62182945394632, -147.14346779873708 64.62332960021902, -147.14534447503564 64.62498279301778, -147.14683174638805 64.62670727941669, -147.14791509123154 64.6284862097352, -147.14858393189976 64.63030220568652, -147.14883173790213 64.63213753040783, -147.14888876613293 64.63503949940686, -147.1506800991288 64.63608614458506, -147.15283102428552 64.63763881661579, -147.15462072144837 64.63927353659827, -147.15603231890162 64.64097488038053, -147.15660155119943 64.64195240615, -147.1586316866251 64.6425897774164, -147.16178974775698 64.64380093746243, -147.16465712462747 64.64513838376337, -147.1672064520014 64.64658933449071, -147.16941339999613 64.64813992519845, -147.16975732029385 64.64844503225622, -147.17259508654078 64.64918051861274, -147.17595138261623 64.65025245928953, -147.1790510218014 64.6514580415325, -147.18186513810534 64.65278602107115, -147.18237385291275 64.65307835948032, -147.18478026984928 64.65386509642613, -147.187872211743 64.65509718313659, -147.19067001277247 64.65645221451337, -147.1931471624896 64.6579173335638, -147.1952801887645 64.65947864090937, -147.19704888019493 64.66112132712021, -147.19843647761823 64.66282981362092, -147.19942983291233 64.66458790081, -147.20001953358022 64.6663789219711, -147.20019999193755 64.66818590150109, -147.20000343239437 64.68237467915445, -147.2013109297142 64.68312396495993, -147.20351995291065 64.68469085669477, -147.20535796502733 64.68634314383928, -147.20680711030369 64.68806476074559, -147.207853310709 64.68983897077439, -147.20848640270634 64.69164852933699, -147.20870023598854 64.6934758517566, -147.208708196063 64.69807086944856, -147.21070589576678 64.69863551829727, -147.21255980769212 64.69821896601806, -147.21387195594556 64.6979117422131, -147.2162266453359 64.69710668985623, -147.21886765507847 64.69627179910698, -147.2216486921949 64.69552478042266, -147.22732882519725 64.69412435185777, -147.23095388616957 64.69318102376529, -147.23515047845018 64.69221975957552, -147.2423342629542 64.69078534761546, -147.24437543697368 64.69040475677443, -147.25032355298669 64.68937257755539, -147.25416451957722 64.6887943098719, -147.2581152427917 64.6883727633358, -147.26381987087612 64.68788453369098, -147.2683495571525 64.68745129419159, -147.27325859618577 64.68710690101585, -147.27822746654653 64.68700541031448, -147.2842933937475 64.68703060863288, -147.28801419566096 64.6871145829677, -147.29170443051444 64.68733495914304, -147.29747538008445 64.68778852376835, -147.30138160067844 64.6881762016321, -147.30518748638357 64.68871664571697, -147.3088605052593 64.68940522741745, -147.3145729988953 64.69061376087673, -147.3176641802789 64.6913359734549, -147.3206082752014 64.69216312879723, -147.32372892270143 64.69311964214921, -147.3279265906814 64.69458421720495, -147.33110659343635 64.69584300334517, -147.3338099957129 64.69701237644536, -147.3362608382408 64.69827953190425, -147.33843987001882 64.69963450337737, -147.34032997507842 64.70106663538132, -147.3419163069273 64.70256466737924, -147.3434478523723 64.70420005261813, -147.34476610099705 64.70582101833952, -147.3457286002665 64.7074870577065, -147.34632711483414 64.70918390871985, -147.34655652368306 64.7108970483237, -147.34641486394293 64.7126118168193, -147.34590334768427 64.71431354335492, -147.345026351548 64.71598767141593, -147.3437913792979 64.71761988324292, -147.34273107860494 64.71882738113406, -147.34180095839582 64.71975071481434)))",1989,4001.4,4936.0,3330.0,4280.0,334.4,93.0,96.2,63.0,153.8,105.0,0.1084736054192839,0.109286502195541,1015.75,1084.0,289.25,342.0,0.6006227759651266,0.5953105622157917,0.1486457976562973,0.1625177710898986,264.75,323.5,0.0781043606737456,0.0776312591152163,267.5,267.5,0.0790912244391324,0.0790912244391324,44.0,44.0,0.0640465793304221,0.0640465793304221,0.0,0.0,0.0,0.0,33.0,33.0,0.1522696155871511,0.1522696155871511,1980.0
